tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,text,tweet_created,user_timezone
5.68624572985004E+017,positive,0.6609,,,Southwest,allymbeck,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS,2015-02-19 20:13:57 -0800,
5.68625014037045E+017,negative,1,Cancelled Flight,1,United,philwa,@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.,2015-02-19 20:15:42 -0800,Pacific Time (US & Canada)
5.68625613797511E+017,negative,0.6822,Late Flight,0.3563,Delta,BorjaAngoitia1,@JetBlue What is going on with the flight from Buffalo to JFK? Have they figured anything out about the temperature and the tower yet?,2015-02-19 20:18:05 -0800,
5.68625636639507E+017,negative,1,Customer Service Issue,0.6563,United,per_ines,"@united (1/2) thanks, but does not answer my question. I want to make a reservation over the phone in Perth, hold for 24hrs, and have family",2015-02-19 20:18:10 -0800,Casablanca
5.68625749214642E+017,negative,0.668,Cancelled Flight,0.668,United,markemanuelli,"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled",2015-02-19 20:18:37 -0800,Eastern Time (US & Canada)
5.68625959835816E+017,neutral,1,,,United,per_ines,@united (2/2) pay in person at Portland airport. I will be flying from Perth. This has been done by US Air.,2015-02-19 20:19:28 -0800,Casablanca
5.6862636837378E+017,negative,1,Customer Service Issue,1,US Airways,Allisonjones704,@USAirways we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.,2015-02-19 20:21:05 -0800,
5.68626423273017E+017,negative,1,Late Flight,0.6942,Delta,justchristina,@JetBlue I left my apt 10hrs ago to go from Boston to SJC and I'm still NYC. Please bring back the nonstop flight. #jetblueBlues,2015-02-19 20:21:18 -0800,Eastern Time (US & Canada)
5.68626612314309E+017,negative,0.373,Bad Flight,0.373,Delta,mdrachler33,@JetBlue why do you have every channel but @ABCNetwork How are @kgonzales89 and I supposed to watch Scandal? But free FlyFi is sweet!,2015-02-19 20:22:03 -0800,
5.68626625857729E+017,neutral,0.6745,,,Virgin America,SoleXclusive415,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,2015-02-19 20:22:06 -0800,
5.68626857576407E+017,negative,1,longlines,0.3587,US Airways,lj_verde,@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?,2015-02-19 20:23:02 -0800,Eastern Time (US & Canada)
5.6862696998375E+017,negative,1,Can't Tell,0.3418,US Airways,Allisonjones704,@USAirways why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?,2015-02-19 20:23:28 -0800,
5.68626974278734E+017,negative,1,Late Flight,1,US Airways,brettel,"@USAirways I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",2015-02-19 20:23:29 -0800,Eastern Time (US & Canada)
5.68627064062009E+017,negative,1,Late Flight,0.3555,US Airways,Allisonjones704,"@USAirways please explain, I have plenty of time since I'm STRANDED!!",2015-02-19 20:23:51 -0800,
5.68627373027021E+017,negative,1,Late Flight,0.6772,US Airways,lj_verde,@USAirways now the freezing bus is just doing circles?,2015-02-19 20:25:04 -0800,Eastern Time (US & Canada)
5.68627477259485E+017,negative,1,Late Flight,1,Southwest,_ItsMeHollywood,@SouthwestAir #delayed again! You're killing me Late Flightly!,2015-02-19 20:25:29 -0800,
5.6862761999165E+017,neutral,0.6565,,0,United,dgingiss,"@united Surprised to go from 1K last year to nothing this year. What happened to the ""soft landing"" policy of no more than 1 level?",2015-02-19 20:26:03 -0800,
5.68627869225767E+017,negative,0.6687,Late Flight,0.6687,United,Sandarella03,"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course",2015-02-19 20:27:03 -0800,Central Time (US & Canada)
5.68628159618425E+017,neutral,1,,,Delta,BorjaAngoitia1,"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?",2015-02-19 20:28:12 -0800,
5.68628841431867E+017,negative,1,Customer Service Issue,1,United,jayw329,"@united just curious, when are you going to to finally learn #customerservice ?",2015-02-19 20:30:55 -0800,Eastern Time (US & Canada)
5.68629385105793E+017,neutral,0.6742,,0,Virgin America,SSal,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,2015-02-19 20:33:04 -0800,Eastern Time (US & Canada)
5.68629791869395E+017,negative,1,Bad Flight,1,Southwest,ViroSciCollie,"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",2015-02-19 20:34:41 -0800,Eastern Time (US & Canada)
5.68629820306952E+017,positive,0.6691,,,Delta,BorjaAngoitia1,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?,2015-02-19 20:34:48 -0800,
5.68629979719676E+017,positive,1,,,United,BattierCCIpuppy,“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,2015-02-19 20:35:26 -0800,
5.6863030828485E+017,neutral,1,,,Delta,metsnacional721,"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.",2015-02-19 20:36:44 -0800,
5.68630453521023E+017,negative,0.6726,Customer Service Issue,0.3429,United,mariachan90,@united understanding the situation we waited and it was opened until 10:30pm,2015-02-19 20:37:19 -0800,Bogota
5.68630779720417E+017,neutral,1,,,Southwest,HolguinAndy,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,2015-02-19 20:38:37 -0800,
5.68630879246901E+017,neutral,1,,,Virgin America,SSal,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,2015-02-19 20:39:00 -0800,Eastern Time (US & Canada)
5.68631066736529E+017,neutral,0.6815,,0,United,Ro_S,@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us).  Help...,2015-02-19 20:39:45 -0800,Central Time (US & Canada)
5.68631189856264E+017,positive,1,,,Delta,BorjaAngoitia1,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",2015-02-19 20:40:14 -0800,
5.68631243228762E+017,negative,1,Bad Flight,0.6667,Delta,justchristina,@JetBlue #669 stewardesses can't work w/o a galley light! Back to NYC to change a light. #fromthefrontseat #jetblueBlues @anku @yaffasolin,2015-02-19 20:40:27 -0800,Eastern Time (US & Canada)
5.68631249989988E+017,negative,1,Lost Luggage,1,Delta,Papa_Pill,"@JetBlue yes of course, before I left the airport. I kept looking but claim is still open.",2015-02-19 20:40:29 -0800,
5.68631538541326E+017,negative,1,Can't Tell,1,US Airways,masonkesner,@USAirways worst experience ever with you guys…see my blog tomorrow on my experience. Maybe you can help make it better.,2015-02-19 20:41:38 -0800,Central Time (US & Canada)
5.68632394929959E+017,neutral,0.6354,,,Virgin America,SoleXclusive415,@VirginAmerica momma I made it! 😁😁😁,2015-02-19 20:45:02 -0800,
5.68632534117909E+017,negative,0.6809,Bad Flight,0.3404,US Airways,syfialkoff,@USAirways your new seat assignment service is an embarrassment to airlines and customers worldwide. #shameonyou #usairwayssucks,2015-02-19 20:45:35 -0800,
5.68632557836866E+017,positive,0.6667,,0,Delta,BorjaAngoitia1,@JetBlue Thank you guys! Brilliant customer service,2015-02-19 20:45:41 -0800,
5.68632724078125E+017,negative,1,Lost Luggage,1,Delta,Who_Knows_Me1,@JetBlue service for baggage at JFK is incomprehensible. No employee knows where our luggage is frM flight 424 LAX to NYC ITS AN HR WAIT NOW,2015-02-19 20:46:20 -0800,
5.68632754939806E+017,neutral,0.6591,,0,United,MitchBlatt,@United What's your phone number? Customer service question.,2015-02-19 20:46:28 -0800,Beijing
5.68633098474299E+017,negative,1,Lost Luggage,1,Delta,Who_Knows_Me1,@JetBlue what is going on? We arrived at 10:51pm Not One Bag Has Been Unloaded!! Flight 424,2015-02-19 20:47:50 -0800,
5.68633361595412E+017,positive,1,,,Virgin America,SSal,@VirginAmerica @SSal thanks!,2015-02-19 20:48:52 -0800,Eastern Time (US & Canada)
5.68633534627381E+017,negative,1,Lost Luggage,1,Delta,Who_Knows_Me1,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice,2015-02-19 20:49:34 -0800,
5.68633680605946E+017,negative,1,Bad Flight,0.3729,US Airways,masonkesner,@USAirways I’ll do that in addition to reviewing on my blog. Your agents were pleasant but the experience was less than :/,2015-02-19 20:50:08 -0800,Central Time (US & Canada)
5.68633738567012E+017,negative,0.6626,Lost Luggage,0.6626,Delta,Who_Knows_Me1,"@JetBlue the one man in baggage office says ""I dunno"". HELP",2015-02-19 20:50:22 -0800,
5.68633802433507E+017,negative,1,Can't Tell,0.6404,US Airways,syfialkoff,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",2015-02-19 20:50:37 -0800,
5.68633911959364E+017,neutral,0.6869,,0,US Airways,syfialkoff,@USAirways and that you can choose the same seat for free after clicking 100 buttons.,2015-02-19 20:51:03 -0800,
5.68634185155359E+017,positive,1,,,US Airways,jdbwaffles,@USAirways Exicted to be flying with y'all soon !!,2015-02-19 20:52:09 -0800,
5.68634467587265E+017,negative,1,Customer Service Issue,0.6913,US Airways,shoethrill,"@USAirways that's incorrect. Four people, last flight of the night, with our bags. #horriblecustomerservice",2015-02-19 20:53:16 -0800,
5.6863451588479E+017,negative,1,Cancelled Flight,0.6653,Delta,Who_Knows_Me1,@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr,2015-02-19 20:53:27 -0800,
5.68634603885502E+017,negative,1,Flight Attendant Complaints,0.6288,US Airways,kayjoooo,@USAirways that seems unlikely without a crew here to board us,2015-02-19 20:53:48 -0800,Eastern Time (US & Canada)
5.68634780264374E+017,negative,1,Lost Luggage,0.6364,Delta,Who_Knows_Me1,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,2015-02-19 20:54:30 -0800,
5.68635173216133E+017,positive,1,,,US Airways,masonkesner,@USAirways I will. Thank you for at least tweeting me back:) better than most. 👌,2015-02-19 20:56:04 -0800,Central Time (US & Canada)
5.6863529875986E+017,negative,1,Bad Flight,0.6832,Delta,Acevaz,@JetBlue on your 1503 flight JFK to PR. They got the doors open on this frigid temperature. #icyflight,2015-02-19 20:56:34 -0800,Eastern Time (US & Canada)
5.68636400419152E+017,neutral,0.6694,,,Delta,Who_Knows_Me1,@JetBlue thanks for the help,2015-02-19 21:00:57 -0800,
5.68636474637357E+017,negative,1,Bad Flight,0.7022,Delta,tommy_cantwell,@JetBlue I'm sitting on the plane. Too many predictable mechanical problems.  Still onboard. This is getting bad...,2015-02-19 21:01:14 -0800,
5.68636973964898E+017,negative,1,Cancelled Flight,1,Delta,FredFinn,@JetBlue why did you just Cancelled Flight flight 670 last minute?!?,2015-02-19 21:03:14 -0800,Pacific Time (US & Canada)
5.68637034761302E+017,negative,0.6543,Late Flight,0.6543,Southwest,AdamLarsenn,@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,2015-02-19 21:03:28 -0800,
5.68637070207423E+017,negative,1,Customer Service Issue,0.6522,US Airways,syfialkoff,@USAirways that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA,2015-02-19 21:03:36 -0800,
5.68637273945866E+017,neutral,0.6762,,0,US Airways,lj_verde,@USAirways still just sitting here. nobody has said anything. What's up?,2015-02-19 21:04:25 -0800,Eastern Time (US & Canada)
5.68637437812945E+017,neutral,1,,,Delta,JetBlueNews,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/2Nzh3QOaZo,2015-02-19 21:05:04 -0800,Sydney
5.68638610385158E+017,positive,0.3491,,0,US Airways,jdbwaffles,"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",2015-02-19 21:09:44 -0800,
5.68638903097422E+017,negative,1,Bad Flight,0.6829,US Airways,lj_verde,@USAirways offloading the plane?!?!?! This is ridiculous!!!!,2015-02-19 21:10:53 -0800,Eastern Time (US & Canada)
5.6863920784699E+017,neutral,0.6175,,0,United,theAdamW,@united I'm searching for flights to redeem with miles and getting different search results with 2 user accounts. Any reason why?,2015-02-19 21:12:06 -0800,Pacific Time (US & Canada)
5.68639242483556E+017,neutral,0.6804,,0,United,stephaniefoos,@united what is your plan to reduce delays?,2015-02-19 21:12:14 -0800,Alaska
5.68639359127151E+017,negative,0.6937,Flight Booking Problems,0.6937,United,MrJADMIX,"@united €202.88 is the difference between the booked flights, do you want screen shots?",2015-02-19 21:12:42 -0800,
5.68639461648503E+017,positive,0.6809,,,Southwest,jdbwaffles,"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",2015-02-19 21:13:07 -0800,
5.68639679496454E+017,neutral,1,,,United,theAdamW,"@united Also, a United phone representative just asked me for my web password. Is that normal?",2015-02-19 21:13:59 -0800,Pacific Time (US & Canada)
5.68639824145584E+017,negative,1,Bad Flight,1,US Airways,lj_verde,@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,2015-02-19 21:14:33 -0800,Eastern Time (US & Canada)
5.68639956622512E+017,negative,1,Bad Flight,0.6632,Southwest,dotcomjohn,@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?,2015-02-19 21:15:05 -0800,
5.68640385117004E+017,neutral,0.6735,,0,United,Sweet_Curly,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",2015-02-19 21:16:47 -0800,Berlin
5.68640650129732E+017,positive,0.68,,,Delta,anewyorkminich,@JetBlue ugh always know a way to my heart 😘🙌,2015-02-19 21:17:50 -0800,
5.68640713635676E+017,negative,0.6566,Lost Luggage,0.6566,United,Ro_S,@united - Thanks. Formed submitted. I'm not betting someone would be honest enough to turn it in though...,2015-02-19 21:18:05 -0800,Central Time (US & Canada)
5.68640966866936E+017,negative,1,Late Flight,1,US Airways,lj_verde,"@USAirways Why were we loaded onto the plane (4 hours Late Flight, mind you), made to sit for 40 minutes",2015-02-19 21:19:05 -0800,Eastern Time (US & Canada)
5.68641157724549E+017,negative,1,Late Flight,0.3535,US Airways,lj_verde,@USAirways Then told to offload because the captain was over hours? This has been a terrible experience.,2015-02-19 21:19:51 -0800,Eastern Time (US & Canada)
5.68641342869545E+017,positive,0.3548,,0,Delta,anewyorkminich,@JetBlue you don't remember our date Monday night back to NYC? #heartbroken,2015-02-19 21:20:35 -0800,
5.68642209823613E+017,negative,0.7065,Cancelled Flight,0.3587,Delta,FredFinn,@JetBlue and stranded passengers aren't being helped to get another flight?,2015-02-19 21:24:02 -0800,Pacific Time (US & Canada)
5.686423573794E+017,positive,1,,,Delta,adatts33,@JetBlue You definitely will!,2015-02-19 21:24:37 -0800,
5.68643040073507E+017,positive,0.6809,,,Virgin America,TMAnderson10,@VirginAmerica How about some free drinks on the flight back for the free promo?,2015-02-19 21:27:20 -0800,
5.68643357108531E+017,negative,1,Flight Booking Problems,0.3678,Delta,Brian_Genest,@JetBlue why are you making me stay in JFK until 2 am or Late Flightr? Just let me rebook without making me pay more,2015-02-19 21:28:35 -0800,Eastern Time (US & Canada)
5.68643928720851E+017,positive,0.6681,,0,United,Tamarabrams,@united nawww. United is my fave airline.,2015-02-19 21:30:52 -0800,Eastern Time (US & Canada)
5.68643981258723E+017,negative,1,Late Flight,0.7065,US Airways,CourtneyEMcCoy,@USAirways I have been on three planes for flight 1907 and still haven't left the ground BAD SERVICE #sad,2015-02-19 21:31:04 -0800,Eastern Time (US & Canada)
5.68644053522391E+017,negative,1,Cancelled Flight,0.6276,US Airways,lj_verde,@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.,2015-02-19 21:31:21 -0800,Eastern Time (US & Canada)
5.68644260129419E+017,negative,1,Customer Service Issue,1,United,jnostrant,"@united here is my case id 8473573. Requested on 2/5, now it's 2/19... 7-10 days I'll get a response, BS!",2015-02-19 21:32:11 -0800,Pacific Time (US & Canada)
5.68644286306243E+017,neutral,0.6401,,,US Airways,jrfigo,@USAirways I am following you now,2015-02-19 21:32:17 -0800,
5.68644388001337E+017,neutral,1,,,Delta,Brian_Genest,@JetBlue 108 to Portland Maine,2015-02-19 21:32:41 -0800,Eastern Time (US & Canada)
5.68644929595056E+017,negative,0.6524,Can't Tell,0.6524,Southwest,Yaardiegurl,"@SouthwestAir so for an extra luggage, it cost $75????",2015-02-19 21:34:50 -0800,Alaska
5.68644931792687E+017,positive,0.6987,,,US Airways,katiesherwood,@USAirways we will...sunday! Just a few days away,2015-02-19 21:34:51 -0800,Quito
5.68645379031347E+017,neutral,0.6364,,0,Delta,Brian_Genest,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,2015-02-19 21:36:37 -0800,Eastern Time (US & Canada)
5.68645576008401E+017,negative,0.7067,Bad Flight,0.7067,United,neilaruggiero,@united  they were empty upon takeoff. Why can't someone sit there?,2015-02-19 21:37:24 -0800,
5.68645962425446E+017,negative,1,Customer Service Issue,0.6809,United,SBondyNYDN,"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response",2015-02-19 21:38:57 -0800,Eastern Time (US & Canada)
5.68646083162837E+017,positive,1,,,United,owenmcstravick,"@united thanks, that would be awesome.",2015-02-19 21:39:25 -0800,London
5.68646087361356E+017,neutral,0.6667,,,Virgin America,chet,@VirginAmerica add DTW and I'm sold!,2015-02-19 21:39:26 -0800,Pacific Time (US & Canada)
5.68646628795666E+017,neutral,0.7024,,0,US Airways,jmspool,@USAirways Mobile boarding pass email.,2015-02-19 21:41:35 -0800,Eastern Time (US & Canada)
5.68647206695121E+017,positive,1,,,United,clkc86,@united  Great customer service again. Thanks!,2015-02-19 21:43:53 -0800,
5.68648390738706E+017,negative,0.6481,Lost Luggage,0.6481,United,taylorjfisher,@united I think I left my phone on my flight. Help!,2015-02-19 21:48:35 -0800,Alaska
5.68648777315148E+017,negative,1,Lost Luggage,0.7011,Delta,mhoffma8,"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight",2015-02-19 21:50:08 -0800,
5.68648917551698E+017,negative,1,Late Flight,1,United,DominikDesbois,@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,2015-02-19 21:50:41 -0800,
5.68648940033344E+017,negative,1,Cancelled Flight,1,United,Mosborne13,@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect,2015-02-19 21:50:46 -0800,Central Time (US & Canada)
5.68649053711381E+017,neutral,0.6701,,,Delta,mhoffma8,@JetBlue - I look forward to getting this resolved. I will be in touch.,2015-02-19 21:51:14 -0800,
5.68649338005488E+017,neutral,0.6588,,0,Delta,Brian_Genest,@JetBlue probably not anymore.,2015-02-19 21:52:21 -0800,Eastern Time (US & Canada)
5.68649643187311E+017,positive,1,,,United,JerikaPhelps,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!,2015-02-19 21:53:34 -0800,
5.68649837610037E+017,negative,0.6635,Can't Tell,0.6635,United,theAdamW,@united I think we both have the same status (nothing). I think there was a bug in your search system.,2015-02-19 21:54:20 -0800,Pacific Time (US & Canada)
5.68650000227566E+017,positive,0.6832,,,United,Gouwerijn,@united thnx,2015-02-19 21:54:59 -0800,Amsterdam
5.68650058780041E+017,negative,1,Customer Service Issue,1,US Airways,lj_verde,"@USAirways never flying #USAirways again. Horrible experience, terrible customer service.",2015-02-19 21:55:13 -0800,Eastern Time (US & Canada)
5.68650439639437E+017,positive,1,,,United,Random55Dude,@united you guys are awesome! Thanks!,2015-02-19 21:56:44 -0800,
5.68650724399321E+017,positive,1,,,United,markemanuelli,"@united please do! She went above and beyond what she had to do, she made us her number one priority!",2015-02-19 21:57:52 -0800,Eastern Time (US & Canada)
5.68650933049147E+017,negative,0.646,Customer Service Issue,0.646,Southwest,ProShunks,"@SouthwestAir Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.",2015-02-19 21:58:42 -0800,
5.68651726858748E+017,negative,1,Late Flight,0.698,United,AnnabelleBlume,.@united being delayed 3 hours for a one hour flight is more than frustrating. I'm also unable to get a decent meal at this hour.Never again,2015-02-19 22:01:51 -0800,
5.68652138915766E+017,negative,1,Late Flight,1,US Airways,BrianKush,"@USAirways it was 1838, almost 5 hours Late Flight due  to mechanical.",2015-02-19 22:03:29 -0800,Quito
5.68652268305666E+017,positive,1,,,Delta,saltrejo,"@JetBlue Love you, bae. #JetBae",2015-02-19 22:04:00 -0800,Mountain Time (US & Canada)
5.68654208674587E+017,negative,1,Can't Tell,0.6705,United,Madisonnnicole3,@united a rapid trip plane ticket from Idaho to California that doesn't have problems would be wonderful,2015-02-19 22:11:43 -0800,
5.68654300802474E+017,neutral,0.6267,,,United,bren8oh8,@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,2015-02-19 22:12:05 -0800,
5.68654382620783E+017,negative,1,Lost Luggage,1,United,wit_knee_jones,"@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet.",2015-02-19 22:12:24 -0800,Central Time (US & Canada)
5.68654556634022E+017,neutral,1,,,United,Madisonnnicole3,@united round trip*,2015-02-19 22:13:06 -0800,
5.68654569976123E+017,negative,1,Customer Service Issue,0.6547,United,RobBogart,@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?,2015-02-19 22:13:09 -0800,
5.68655789247762E+017,negative,1,Late Flight,1,United,JenniferWalshPR,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,2015-02-19 22:17:59 -0800,Central Time (US & Canada)
5.68656014481846E+017,negative,1,Customer Service Issue,0.6517,United,taylorjfisher,@united I am so happy I found my phone because this is easily the worst system I have ever heard of,2015-02-19 22:18:53 -0800,Alaska
5.68656507480482E+017,negative,1,Bad Flight,0.3507,United,RobTrongone,@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,2015-02-19 22:20:51 -0800,
5.68656758027063E+017,neutral,0.6383,,,United,AMMBoman,@united hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,2015-02-19 22:21:50 -0800,Arizona
5.68656888935481E+017,positive,0.6452,,0,United,JenniferWalshPR,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,2015-02-19 22:22:22 -0800,Central Time (US & Canada)
5.68657247896789E+017,negative,1,Late Flight,1,United,Mosborne13,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,2015-02-19 22:23:47 -0800,Central Time (US & Canada)
5.68658885361439E+017,neutral,0.6974,,,Southwest,linkster93,@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,2015-02-19 22:30:18 -0800,
5.68659661861175E+017,positive,1,,,United,sigilgoat,"@united i got it at the gate, thanks for checking!",2015-02-19 22:33:23 -0800,Eastern Time (US & Canada)
5.68660340910592E+017,neutral,1,,,Delta,JetBlueNews,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t,2015-02-19 22:36:05 -0800,Sydney
5.68662343170675E+017,negative,1,Flight Booking Problems,0.6841,Virgin America,davidhfe,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,2015-02-19 22:44:02 -0800,Pacific Time (US & Canada)
5.68662525530628E+017,negative,1,Flight Attendant Complaints,0.6262,United,ukposa,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou",2015-02-19 22:44:45 -0800,Greenland
5.68662554047697E+017,neutral,1,,,Delta,PelkeyKerrie,@JetBlue @cflanagian she's on to something,2015-02-19 22:44:52 -0800,
5.68662835829416E+017,positive,0.6608,,,United,nrihssn,@united maybe on my return trip 👍,2015-02-19 22:45:59 -0800,Eastern Time (US & Canada)
5.68663147189416E+017,negative,1,Customer Service Issue,0.6596,Virgin America,davidhfe,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,2015-02-19 22:47:14 -0800,Pacific Time (US & Canada)
5.68663431433187E+017,positive,1,,,United,AMMBoman,@united thank you so much. How will you be able to contact me?,2015-02-19 22:48:21 -0800,Arizona
5.6866426650248E+017,positive,1,,,Southwest,JaylynCoffin,@SouthwestAir was fantastic! That's the best flight service I've ever had.,2015-02-19 22:51:41 -0800,
5.6866710825232E+017,negative,0.6777,Can't Tell,0.6777,United,jozecuervo,"@united all good, didn't die or anything. As they say ""you get what you pay for""!",2015-02-19 23:02:58 -0800,Pacific Time (US & Canada)
5.68668179158807E+017,negative,1,Can't Tell,0.6246,Delta,mjayeinstein,@JetBlue needs to get its act together in #PHX,2015-02-19 23:07:13 -0800,Arizona
5.68668364144398E+017,negative,1,Flight Booking Problems,0.3404,United,JenniferWalshPR,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""",2015-02-19 23:07:58 -0800,Central Time (US & Canada)
5.68669880922165E+017,positive,1,,,United,bren8oh8,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",2015-02-19 23:13:59 -0800,
5.686704986467E+017,negative,1,Customer Service Issue,0.6718,Delta,mjayeinstein,@JetBlue the slowest boarding process I've ever experienced and rude customer service agents.,2015-02-19 23:16:26 -0800,Arizona
5.68670928407626E+017,negative,1,Can't Tell,0.6684,United,JenniferWalshPR,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und,2015-02-19 23:18:09 -0800,Central Time (US & Canada)
5.68671211430892E+017,neutral,1,,,United,kamaro67,@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?,2015-02-19 23:19:16 -0800,Mountain Time (US & Canada)
5.68671818262774E+017,positive,1,,,Southwest,freehighfives,@SouthwestAir Gracias... appreciate that!,2015-02-19 23:21:41 -0800,Central Time (US & Canada)
5.68672436977168E+017,negative,1,Lost Luggage,0.3616,United,juanbl,"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful",2015-02-19 23:24:09 -0800,Pacific Time (US & Canada)
5.68672467889177E+017,negative,0.6882,Customer Service Issue,0.3548,United,Kimberlinho,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis.",2015-02-19 23:24:16 -0800,
5.68672781979619E+017,neutral,1,,,Delta,BrendaPriddy,"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward",2015-02-19 23:25:31 -0800,Arizona
5.6867333218424E+017,negative,1,Late Flight,0.3341,United,Kimberlinho,@united has happened on other airlines and they've given out flight vouchers and been more transparent about the problems.,2015-02-19 23:27:42 -0800,
5.68673970251117E+017,negative,1,Flight Booking Problems,1,Southwest,vdeshp2,@SouthwestAir unable to book travel right now on the website or through the app. Help!,2015-02-19 23:30:14 -0800,Arizona
5.68675083314553E+017,positive,1,,,United,Kimberlinho,@united alright thank you. Much appreciated.,2015-02-19 23:34:39 -0800,
